trade_id,timestamp,hour,factory_id,city,energy_purchased_MW,tokens_burned,exergy_dissipated_MJ
TRD-00247,2026-04-07T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.023009,23.8683,1.5055
TRD-00248,2026-04-07T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.020271,20.0999,2.0209
TRD-00249,2026-04-07T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.012791,12.1533,1.157
TRD-00250,2026-04-07T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.03328,34.6228,4.4286
TRD-00251,2026-04-07T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.021379,21.2586,2.6193
TRD-00252,2026-04-07T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.027553,27.0958,3.1164
TRD-00253,2026-04-07T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.015311,15.7988,1.8407
TRD-00254,2026-04-07T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.018024,17.1231,1.2681
TRD-00255,2026-04-07T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.024472,26.2876,2.8891
TRD-00256,2026-04-07T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.027683,26.8731,2.1673
TRD-00257,2026-04-07T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.020065,21.6553,1.2093
TRD-00258,2026-04-07T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.015501,15.4538,1.416
TRD-00259,2026-04-07T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.02091,19.8779,2.5126
TRD-00260,2026-04-07T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.011429,12.0544,0.8537
TRD-00261,2026-04-07T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.020327,19.5701,2.4256
TRD-00262,2026-04-07T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.018177,17.2666,1.808
TRD-00263,2026-04-07T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.021569,22.0377,2.4055
TRD-00264,2026-04-07T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.018938,20.2972,2.2996
TRD-00265,2026-04-07T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.007107,7.4857,0.607
TRD-00266,2026-04-07T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.00688,7.0738,0.9126
TRD-00267,2026-04-07T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.011144,11.787,1.3871
TRD-00268,2026-04-07T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.002298,2.154,0.2671
TRD-00269,2026-04-07T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.003684,3.5001,0.3118
TRD-00270,2026-04-07T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.004212,4.2919,0.34
TRD-00271,2026-04-07T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000729,0.7775,0.0526
TRD-00272,2026-04-07T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000301,0.3112,0.0263
TRD-00273,2026-04-07T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000441,0.4753,0.0499
TRD-00274,2026-04-08T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001885,2.0073,0.1582
TRD-00275,2026-04-08T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.001438,1.3781,0.133
TRD-00276,2026-04-08T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.001985,1.9781,0.1901
TRD-00277,2026-04-08T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.008815,9.3797,0.7954
TRD-00278,2026-04-08T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.005934,5.606,0.5706
TRD-00279,2026-04-08T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.009374,9.8458,0.6009
TRD-00280,2026-04-08T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.016188,17.3979,0.9816
TRD-00281,2026-04-08T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.008909,8.8514,1.0871
TRD-00282,2026-04-08T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.016558,16.0912,1.3711
TRD-00283,2026-04-08T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.017385,16.9209,1.405
TRD-00284,2026-04-08T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.018187,18.346,2.1664
TRD-00285,2026-04-08T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.015951,16.6736,1.2426
TRD-00286,2026-04-08T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.022548,22.587,1.4738
TRD-00287,2026-04-08T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.027553,28.9213,2.5251
TRD-00288,2026-04-08T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.012074,12.5536,0.8277
TRD-00289,2026-04-08T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.019194,20.5176,1.6517
TRD-00290,2026-04-08T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.011244,10.875,1.3675
TRD-00291,2026-04-08T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.031364,33.0558,2.1566
TRD-00292,2026-04-08T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.015636,16.6699,2.132
TRD-00293,2026-04-08T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.033873,32.7879,3.293
TRD-00294,2026-04-08T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.020498,19.2772,2.0452
TRD-00295,2026-04-08T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.019714,19.3024,1.6399
TRD-00296,2026-04-08T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.024773,23.1185,1.5135
TRD-00297,2026-04-08T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.021244,20.1973,2.5387
TRD-00298,2026-04-08T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.020003,18.7179,2.0849
TRD-00299,2026-04-08T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.020613,21.593,2.5418
TRD-00300,2026-04-08T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.026478,26.0719,2.6857
TRD-00301,2026-04-08T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.007754,7.2909,0.8841
TRD-00302,2026-04-08T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.011969,11.6216,0.9636
TRD-00303,2026-04-08T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.006831,6.7741,0.7848
TRD-00304,2026-04-08T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.00713,7.2006,0.4041
TRD-00305,2026-04-08T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.008616,9.0538,0.9493
TRD-00306,2026-04-08T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.009775,10.23,0.6315
TRD-00307,2026-04-08T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.002172,2.1713,0.2525
TRD-00308,2026-04-08T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.004024,4.1777,0.2748
TRD-00309,2026-04-08T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.002556,2.389,0.3259
TRD-00310,2026-04-08T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000559,0.5222,0.0413
TRD-00311,2026-04-08T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.000484,0.5092,0.0557
TRD-00312,2026-04-08T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000345,0.3593,0.024
TRD-00313,2026-04-09T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.00242,2.4341,0.3121
TRD-00314,2026-04-09T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.002253,2.1215,0.2711
TRD-00315,2026-04-09T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.001676,1.7074,0.1221
TRD-00316,2026-04-09T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.004627,4.7029,0.556
TRD-00317,2026-04-09T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.003597,3.8115,0.2464
TRD-00318,2026-04-09T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.008718,8.4711,1.1044
TRD-00319,2026-04-09T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.005151,4.9713,0.5786
TRD-00320,2026-04-09T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.006197,6.6904,0.5978
TRD-00321,2026-04-09T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.010363,10.3535,1.3389
TRD-00322,2026-04-09T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.015455,14.9855,1.4727
TRD-00323,2026-04-09T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.011385,10.6997,1.256
TRD-00324,2026-04-09T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.011584,11.3683,1.0403
TRD-00325,2026-04-09T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.018306,19.4154,2.3583
TRD-00326,2026-04-09T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.013134,13.2471,0.8622
TRD-00327,2026-04-09T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.01628,17.0312,1.227
TRD-00328,2026-04-09T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.025581,25.4549,2.3246
TRD-00329,2026-04-09T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.015953,16.9196,1.763
TRD-00330,2026-04-09T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.028216,28.0351,2.4689
TRD-00331,2026-04-09T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.016661,15.6446,1.8472
TRD-00332,2026-04-09T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.017162,18.1488,1.4945
TRD-00333,2026-04-09T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.015649,16.7402,1.8033
TRD-00334,2026-04-09T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.014564,13.8647,0.882
TRD-00335,2026-04-09T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.017216,17.0209,1.973
TRD-00336,2026-04-09T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.022094,23.0831,1.7893
TRD-00337,2026-04-09T15:00:00+08:00,15,FAC-HZ-01,Hangzhou,0.021642,21.0438,2.3964
TRD-00338,2026-04-09T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.01903,20.5234,1.3534
TRD-00339,2026-04-09T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.016122,15.2737,2.1922
TRD-00340,2026-04-09T16:00:00+08:00,16,FAC-SH-02,Shanghai,0.008809,8.2759,0.7722
TRD-00341,2026-04-09T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.007957,8.4982,0.956
TRD-00342,2026-04-09T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.012823,12.241,1.0265
TRD-00343,2026-04-09T17:00:00+08:00,17,FAC-BJ-01,Beijing,0.007565,7.935,0.8452
TRD-00344,2026-04-09T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.012727,13.4668,1.6355
TRD-00345,2026-04-09T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.00544,5.1904,0.4383
TRD-00346,2026-04-09T18:00:00+08:00,18,FAC-SH-01,Shanghai,0.003935,3.9091,0.2235
TRD-00347,2026-04-09T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.003883,3.9308,0.321
TRD-00348,2026-04-09T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.006065,5.8097,0.7486
TRD-00349,2026-04-09T19:00:00+08:00,19,FAC-CD-01,Chengdu,0.00065,0.6584,0.0825
TRD-00350,2026-04-09T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000308,0.2894,0.0247
TRD-00351,2026-04-09T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000324,0.307,0.0191
TRD-00352,2026-04-10T07:00:00+08:00,7,FAC-SZ-01,Shenzhen,0.001587,1.5462,0.1305
TRD-00353,2026-04-10T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.00237,2.3939,0.2822
TRD-00354,2026-04-10T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001879,1.7732,0.1222
TRD-00355,2026-04-10T08:00:00+08:00,8,FAC-HZ-01,Hangzhou,0.004266,4.5383,0.2887
TRD-00356,2026-04-10T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.006395,6.3115,0.858
TRD-00357,2026-04-10T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.003914,3.68,0.2913
TRD-00358,2026-04-10T09:00:00+08:00,9,FAC-SH-02,Shanghai,0.00799,8.2211,0.4928
TRD-00359,2026-04-10T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.011844,11.5499,1.5091
TRD-00360,2026-04-10T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.005564,5.2228,0.3802
TRD-00361,2026-04-10T10:00:00+08:00,10,FAC-BJ-01,Beijing,0.016353,17.4183,1.5365
TRD-00362,2026-04-10T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.018811,20.0897,1.8345
TRD-00363,2026-04-10T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.022372,23.4509,3.0346
TRD-00364,2026-04-10T11:00:00+08:00,11,FAC-SH-01,Shanghai,0.024654,24.9079,3.2674
TRD-00365,2026-04-10T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.01115,12.0124,1.1073
TRD-00366,2026-04-10T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.010117,9.6983,1.1275
TRD-00367,2026-04-10T12:00:00+08:00,12,FAC-CD-01,Chengdu,0.027699,28.1963,3.2999
TRD-00368,2026-04-10T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.013746,13.8774,1.8378
TRD-00369,2026-04-10T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.017818,18.6115,1.6555
TRD-00370,2026-04-10T13:00:00+08:00,13,FAC-SZ-01,Shenzhen,0.016248,16.7916,0.9972
TRD-00371,2026-04-10T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.02152,21.7982,2.7794
TRD-00372,2026-04-10T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.01413,14.639,1.4045
TRD-00373,2026-04-10T14:00:00+08:00,14,FAC-HZ-01,Hangzhou,0.021899,21.6959,2.6092
TRD-00374,2026-04-10T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.02875,27.4399,3.915
TRD-00375,2026-04-10T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.031703,32.4407,3.233
TRD-00376,2026-04-10T15:00:00+08:00,15,FAC-SH-02,Shanghai,0.021084,22.2264,1.8716
TRD-00377,2026-04-10T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.023367,23.2875,1.8168
TRD-00378,2026-04-10T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.01172,10.9133,1.0566
TRD-00379,2026-04-10T16:00:00+08:00,16,FAC-BJ-01,Beijing,0.018627,18.7066,2.4396
TRD-00380,2026-04-10T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.011671,12.35,0.7055
TRD-00381,2026-04-10T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.014614,15.6337,1.6852
TRD-00382,2026-04-10T17:00:00+08:00,17,FAC-SH-01,Shanghai,0.017625,18.0429,1.0001
TRD-00383,2026-04-10T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.007421,7.8848,0.7419
TRD-00384,2026-04-10T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.013014,12.354,1.2161
TRD-00385,2026-04-10T18:00:00+08:00,18,FAC-CD-01,Chengdu,0.005296,5.5074,0.6187
TRD-00386,2026-04-10T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.002605,2.6662,0.2474
TRD-00387,2026-04-10T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.00642,6.8182,0.8707
TRD-00388,2026-04-10T19:00:00+08:00,19,FAC-SZ-01,Shenzhen,0.000743,0.7437,0.0509
TRD-00389,2026-04-10T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000642,0.6691,0.0425
TRD-00390,2026-04-10T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000516,0.5229,0.0523
TRD-00391,2026-04-11T07:00:00+08:00,7,FAC-HZ-01,Hangzhou,0.002603,2.7193,0.1566
TRD-00392,2026-04-11T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001936,2.0415,0.1047
TRD-00393,2026-04-11T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.001885,1.9879,0.2133
TRD-00394,2026-04-11T08:00:00+08:00,8,FAC-SH-02,Shanghai,0.004459,4.335,0.4862
TRD-00395,2026-04-11T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.004627,4.3376,0.2565
TRD-00396,2026-04-11T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.00735,7.3476,0.7424
TRD-00397,2026-04-11T09:00:00+08:00,9,FAC-BJ-01,Beijing,0.010282,9.8407,0.5656
TRD-00398,2026-04-11T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.01145,10.8841,1.1991
TRD-00399,2026-04-11T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.008878,9.3411,1.2138
TRD-00400,2026-04-11T10:00:00+08:00,10,FAC-SH-01,Shanghai,0.015251,14.9018,1.0705
TRD-00401,2026-04-11T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.010675,10.3039,1.0202
TRD-00402,2026-04-11T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.010652,10.178,0.7218
TRD-00403,2026-04-11T11:00:00+08:00,11,FAC-CD-01,Chengdu,0.021358,21.0062,2.5975
TRD-00404,2026-04-11T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.013277,13.3561,0.9149
TRD-00405,2026-04-11T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.026599,27.4543,1.8788
TRD-00406,2026-04-11T12:00:00+08:00,12,FAC-SZ-01,Shenzhen,0.010405,10.3233,1.2257
TRD-00407,2026-04-11T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.020938,22.1371,2.0917
TRD-00408,2026-04-11T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.021643,20.8966,2.5903
TRD-00409,2026-04-11T13:00:00+08:00,13,FAC-HZ-01,Hangzhou,0.013315,13.7748,1.1507
TRD-00410,2026-04-11T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.014331,14.3751,1.5994
TRD-00411,2026-04-11T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.017447,18.4932,1.1637
TRD-00412,2026-04-11T14:00:00+08:00,14,FAC-SH-02,Shanghai,0.01082,10.546,0.694
TRD-00413,2026-04-11T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.013358,12.81,1.0083
TRD-00414,2026-04-11T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.015863,16.7149,1.4733
TRD-00415,2026-04-11T15:00:00+08:00,15,FAC-BJ-01,Beijing,0.015568,15.5454,2.1162
TRD-00416,2026-04-11T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.012411,12.6457,0.7426
TRD-00417,2026-04-11T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.016767,17.4319,2.0037
TRD-00418,2026-04-11T16:00:00+08:00,16,FAC-SH-01,Shanghai,0.008316,7.777,0.5727
TRD-00419,2026-04-11T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.00779,8.3807,0.9459
TRD-00420,2026-04-11T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.007977,8.3562,0.8827
TRD-00421,2026-04-11T17:00:00+08:00,17,FAC-CD-01,Chengdu,0.012228,12.8492,1.657
TRD-00422,2026-04-11T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.009001,8.7201,1.0782
TRD-00423,2026-04-11T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.006849,6.9074,0.7494
TRD-00424,2026-04-11T18:00:00+08:00,18,FAC-SZ-01,Shenzhen,0.003078,3.0362,0.2811
TRD-00425,2026-04-11T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.004469,4.7072,0.4446
TRD-00426,2026-04-11T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.002894,2.8832,0.2076
TRD-00427,2026-04-11T19:00:00+08:00,19,FAC-HZ-01,Hangzhou,0.000491,0.5059,0.0595
TRD-00428,2026-04-11T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000478,0.4916,0.0501
TRD-00429,2026-04-11T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000838,0.8507,0.0599
TRD-00430,2026-04-12T07:00:00+08:00,7,FAC-SH-02,Shanghai,0.001196,1.2285,0.1342
TRD-00431,2026-04-12T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.001819,1.8027,0.226
TRD-00432,2026-04-12T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001556,1.5058,0.0959
TRD-00433,2026-04-12T08:00:00+08:00,8,FAC-BJ-01,Beijing,0.006117,5.7985,0.7876
TRD-00434,2026-04-12T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.006468,6.2966,0.3662
TRD-00435,2026-04-12T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.004065,4.373,0.3988
TRD-00436,2026-04-12T09:00:00+08:00,9,FAC-SH-01,Shanghai,0.013224,14.0646,1.4952
TRD-00437,2026-04-12T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.009299,8.7974,0.5452
TRD-00438,2026-04-12T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.007818,8.2908,0.9945
TRD-00439,2026-04-12T10:00:00+08:00,10,FAC-CD-01,Chengdu,0.008342,8.9563,0.5111
TRD-00440,2026-04-12T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.00764,7.6077,0.7676
TRD-00441,2026-04-12T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.008,8.1379,0.5563
TRD-00442,2026-04-12T11:00:00+08:00,11,FAC-SZ-01,Shenzhen,0.0171,18.0153,1.6687
TRD-00443,2026-04-12T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.010261,9.8956,0.6057
TRD-00444,2026-04-12T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.016588,16.6901,1.7908
TRD-00445,2026-04-12T12:00:00+08:00,12,FAC-HZ-01,Hangzhou,0.015715,16.1009,1.1591
TRD-00446,2026-04-12T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.011555,11.3944,0.7664
TRD-00447,2026-04-12T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.021174,21.2744,2.2281
TRD-00448,2026-04-12T13:00:00+08:00,13,FAC-SH-02,Shanghai,0.019008,19.0429,2.0202
TRD-00449,2026-04-12T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.018462,19.4142,2.0917
TRD-00450,2026-04-12T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.015985,16.5963,1.9596
TRD-00451,2026-04-12T14:00:00+08:00,14,FAC-BJ-01,Beijing,0.020663,19.8026,2.1266
TRD-00452,2026-04-12T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.017774,18.447,2.3315
TRD-00453,2026-04-12T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.011591,11.6275,1.3645
TRD-00454,2026-04-12T15:00:00+08:00,15,FAC-SH-01,Shanghai,0.010587,11.1847,1.0686
TRD-00455,2026-04-12T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.011043,10.3175,1.0467
TRD-00456,2026-04-12T15:00:00+08:00,15,FAC-SZ-01,Shenzhen,0.014917,16.0808,1.1444
TRD-00457,2026-04-12T16:00:00+08:00,16,FAC-CD-01,Chengdu,0.011794,12.6459,1.2856
TRD-00458,2026-04-12T16:00:00+08:00,16,FAC-SZ-01,Shenzhen,0.007307,7.7593,0.5255
TRD-00459,2026-04-12T16:00:00+08:00,16,FAC-HZ-01,Hangzhou,0.006134,6.2147,0.5954
TRD-00460,2026-04-12T17:00:00+08:00,17,FAC-SZ-01,Shenzhen,0.011217,10.5415,0.682
TRD-00461,2026-04-12T17:00:00+08:00,17,FAC-HZ-01,Hangzhou,0.01221,13.0864,1.329
TRD-00462,2026-04-12T17:00:00+08:00,17,FAC-SH-02,Shanghai,0.009134,9.8309,0.9708
TRD-00463,2026-04-12T18:00:00+08:00,18,FAC-HZ-01,Hangzhou,0.002617,2.696,0.1923
TRD-00464,2026-04-12T18:00:00+08:00,18,FAC-SH-02,Shanghai,0.00439,4.332,0.3681
TRD-00465,2026-04-12T18:00:00+08:00,18,FAC-BJ-01,Beijing,0.00312,3.03,0.2913
TRD-00466,2026-04-12T19:00:00+08:00,19,FAC-SH-02,Shanghai,0.000826,0.8597,0.0681
TRD-00467,2026-04-12T19:00:00+08:00,19,FAC-BJ-01,Beijing,0.000572,0.5853,0.0644
TRD-00468,2026-04-12T19:00:00+08:00,19,FAC-SH-01,Shanghai,0.000471,0.4755,0.0613
TRD-00469,2026-04-13T07:00:00+08:00,7,FAC-BJ-01,Beijing,0.001135,1.1277,0.131
TRD-00470,2026-04-13T07:00:00+08:00,7,FAC-SH-01,Shanghai,0.001295,1.2965,0.1743
TRD-00471,2026-04-13T07:00:00+08:00,7,FAC-CD-01,Chengdu,0.001203,1.2726,0.0864
TRD-00472,2026-04-13T08:00:00+08:00,8,FAC-SH-01,Shanghai,0.004952,5.3355,0.2765
TRD-00473,2026-04-13T08:00:00+08:00,8,FAC-CD-01,Chengdu,0.003989,4.0897,0.5145
TRD-00474,2026-04-13T08:00:00+08:00,8,FAC-SZ-01,Shenzhen,0.003291,3.232,0.1969
TRD-00475,2026-04-13T09:00:00+08:00,9,FAC-CD-01,Chengdu,0.00821,7.9434,0.6311
TRD-00476,2026-04-13T09:00:00+08:00,9,FAC-SZ-01,Shenzhen,0.005744,5.9615,0.5183
TRD-00477,2026-04-13T09:00:00+08:00,9,FAC-HZ-01,Hangzhou,0.007016,7.0456,0.885
TRD-00478,2026-04-13T10:00:00+08:00,10,FAC-SZ-01,Shenzhen,0.013414,13.0266,1.8164
TRD-00479,2026-04-13T10:00:00+08:00,10,FAC-HZ-01,Hangzhou,0.012838,13.2267,1.5417
TRD-00480,2026-04-13T10:00:00+08:00,10,FAC-SH-02,Shanghai,0.006655,6.9959,0.7168
TRD-00481,2026-04-13T11:00:00+08:00,11,FAC-HZ-01,Hangzhou,0.017108,18.4748,1.2411
TRD-00482,2026-04-13T11:00:00+08:00,11,FAC-SH-02,Shanghai,0.009453,9.3589,0.8118
TRD-00483,2026-04-13T11:00:00+08:00,11,FAC-BJ-01,Beijing,0.01554,14.7624,1.684
TRD-00484,2026-04-13T12:00:00+08:00,12,FAC-SH-02,Shanghai,0.01133,11.4915,0.6737
TRD-00485,2026-04-13T12:00:00+08:00,12,FAC-BJ-01,Beijing,0.008682,9.3702,0.9572
TRD-00486,2026-04-13T12:00:00+08:00,12,FAC-SH-01,Shanghai,0.013678,14.55,1.4735
TRD-00487,2026-04-13T13:00:00+08:00,13,FAC-BJ-01,Beijing,0.019812,20.4055,1.9919
TRD-00488,2026-04-13T13:00:00+08:00,13,FAC-SH-01,Shanghai,0.011126,11.6733,0.6077
TRD-00489,2026-04-13T13:00:00+08:00,13,FAC-CD-01,Chengdu,0.009565,9.0224,0.6259
TRD-00490,2026-04-13T14:00:00+08:00,14,FAC-SH-01,Shanghai,0.009776,9.8193,0.5701
TRD-00491,2026-04-13T14:00:00+08:00,14,FAC-CD-01,Chengdu,0.014368,13.517,0.8031
TRD-00492,2026-04-13T14:00:00+08:00,14,FAC-SZ-01,Shenzhen,0.009969,10.0347,1.2142
TRD-00493,2026-04-13T15:00:00+08:00,15,FAC-CD-01,Chengdu,0.018409,17.6321,1.6423
